2135676.038	2128635.674	2134569.94	2133086.139	2127572.984	2130713.083	2134199.025	2128006.648
2873.982951	3038.371439	2785.707361	2542.412437	6112.715272	4388.668363	2064.386107	3429.553615
4218.245844	7228.814011	8896.570575	11015.32641	6431.657951	2544.655183	4160.504056	10900.76768
5775.594861	14033.62476	14529.12606	25483.40197	10950.04913	4352.089843	7645.816634	21902.68294
7952.614161	20136.06754	15332.88388	23513.61682	11453.77492	4109.254434	9003.233641	33078.79369
12733.97848	37312.84733	25742.65752	33534.30721	20276.52515	7400.142972	13054.49133	44938.194
13156.31924	32938.58528	22859.5538	30353.59827	17372.53741	7573.440962	13962.86504	37810.80481
20920.89023	33156.74097	33804.64536	45347.63429	14498.04511	11395.63495	21842.41305	54697.02442
22145.75427	30111.49521	31070.29141	47937.74363	13414.52526	10811.43654	23821.82126	49956.60709
32284.60537	36304.90788	40842.02385	60884.09132	18030.16583	15455.48705	34018.75436	57725.02875
35380.59129	34513.97676	43207.5549	66187.44582	14593.39083	17906.44219	37085.33209	51307.17283
51034.99662	39349.63929	55593.77692	87477.81653	18291.24206	23747.94576	54679.37205	54315.44252
72993.66241	44078.74699	70541.62482	114816.0535	25392.5545	36542.9527	74877.85638	60949.97713
84543.37017	45431.36256	79406.92806	126457.4087	30668.91169	44360.19549	85049.77554	52909.72841
83883.86334	40589.2502	75920.09947	121379.0962	31025.84316	41596.76911	84668.84953	36758.08047
45508.20093	20265.18907	42056.55164	64982.796	15306.11695	20786.98131	45800.76366	15857.4737
42438.51685	17460.2772	39315.10448	58808.56101	14502.64417	22082.3861	43331.30268	11212.99568
28915.36671	15135.05494	26757.46595	41477.60765	10796.5224	13685.91393	30054.69468	7636.401247
34974.42997	17587.02431	28764.9242	48933.83615	13059.90995	16393.85543	35899.86429	9160.355452
37221.90323	19204.6761	30587.50385	48117.54142	15505.29561	19114.99181	38359.16662	10193.64822
24228.66005	12565.01874	17594.94291	32999.36484	8277.989611	12128.02177	25332.4696	7111.457235
20351.26178	11202.0466	17157.51497	29233.44934	9685.132524	10773.04674	21297.71819	7853.758336
18317.44349	9562.449059	13036.2737	24562.99135	7257.572046	7467.946438	19237.20728	6920.202309
17203.39036	10118.44929	11458.14645	21913.14053	7383.340707	7106.037996	18862.33241	8512.703448
14783.11902	8050.244965	9019.114812	17242.69492	8089.827934	6970.34375	15360.95726	9377.824055
11420.72257	6685.250631	8349.287395	12384.49482	5070.642957	5107.765461	12669.76306	6477.52638
5961.345821	3269.857183	938.179953	4924.206129	2217.406706	3302.219405	6618.39618	4856.925365
6587.321762	5445.751004	3722.89323	11306.41659	5670.120457	1667.366262	7699.521024	8443.464692
8959.916964	6071.281249	4109.690499	12041.3873	4815.888911	5107.971026	9784.483226	8484.917442
7885.954349	7137.146208	4272.392538	13320.14955	5078.387146	4000.6332	9693.191838	7658.587337
4669.314297	4861.874947	2656.105608	7824.171266	3374.989926	1614.310534	4788.392215	5560.761818
4827.689717	5805.826039	1873.808822	8353.565466	4061.932791	4104.662958	5452.78626	6171.689558
6218.625572	2840.571861	2576.947516	8469.860447	4436.954812	2839.138514	5541.047013	4610.501274
3475.031511	2900.911064	2490.097789	9907.205459	3663.241324	1873.841042	3444.931059	3459.595497
3824.055831	5279.016954	259.977388	7738.268023	3554.38743	2203.118018	4476.96549	5138.4377
3884.259131	3857.319536	1257.860634	10497.75519	3673.193434	2062.195553	4763.78463	4960.665278
