2068835.011119	2198735.461101	2486568.997088	2223230.050779	1943502.026755	2042727.100042	2001714.862124	1951462.191617
173338.644924	342123.480118	462624.441585	183542.900751	183617.215751	294633.813239	257615.009749	161557.855891
39715.704904	142984.150171	18926.753129	34240.125233	59514.266391	103016.404752	99952.715861	57341.341456
35013.575424	169568.371390	237555.206552	18771.222230	42041.807763	51914.043418	68971.139704	36584.058605
46147.092823	80121.734579	154191.255368	10469.041599	86200.908394	117927.272503	94035.309113	54679.746598
15434.811563	71102.919884	27488.672867	14755.873678	30134.621683	43966.413363	58610.775801	20417.325976
7750.356379	25209.562630	51808.859783	4844.193638	13328.228089	3863.308686	14283.078100	1691.995346
9182.088216	49135.189834	57514.861523	5284.217066	7427.538219	31395.925341	38258.536093	13023.529476
8701.142454	21451.086686	34425.993900	4110.394385	20232.835095	17213.099198	17020.866253	5587.039109
7425.154544	16103.271220	11007.937500	6608.250298	7589.642152	18484.489498	24344.544194	14160.524284
7271.701864	7381.538322	18960.010970	3233.178003	13914.732337	9402.733220	6857.960921	3532.220548
4680.238883	3488.488928	7532.223842	5083.415387	7452.961827	9835.399738	10827.485027	1272.728369
4227.261761	3331.781355	9723.864252	3285.089344	7108.036297	3714.765941	11792.840540	2584.768171
2087.094512	7532.481663	2187.956124	4184.791034	2099.477316	2405.136898	11667.040756	5106.184094
2289.188939	2905.200509	12155.976966	6267.843648	3881.423966	4938.162209	7372.280516	6114.379118
1328.006683	9141.418271	7249.409079	2045.059412	2723.333252	3515.681157	11001.651512	4744.388686
1521.855529	7522.064344	5995.079649	2603.077986	15339.733505	6852.000292	6843.155705	7674.071670
2960.625441	9204.930853	13723.948120	2440.923596	4894.964147	12951.001815	12575.825699	7820.959788
1418.181758	5164.767178	14220.981119	3209.239785	7843.684848	2352.558926	2206.261317	2972.563877
2445.541964	4681.270554	6943.547508	1675.797422	5657.445537	6016.194811	5754.290573	3468.686207
1714.472149	1228.169878	5992.244321	2223.476557	3330.230022	2233.315473	7648.558034	2726.833970
3101.604424	652.938143	1198.021755	857.173298	5579.587798	9134.470537	2443.719603	5787.445550
3218.509904	3093.504324	2328.154419	1850.457916	2005.502929	2424.552536	6160.734372	1269.338952
1897.188907	6533.070335	7323.536850	2968.189852	4614.839109	2945.151609	6071.386003	3402.574320
3323.913055	2916.305197	419.615933	1945.326194	2935.957425	3894.263987	4625.640064	449.318181
1005.325352	1085.517388	3019.622327	1853.988875	2487.747877	5649.159761	2419.338546	1766.605290
2144.729470	347.222641	4008.431364	1514.131847	2799.412170	2762.903545	2383.312086	2612.653823
1538.245429	3444.436964	2212.850537	460.863405	2891.897733	2363.663259	2669.800554	1310.521556
835.568070	1070.573503	713.283911	1518.565935	1460.456607	1509.150340	2631.985372	2797.997766
814.117620	2258.881803	2997.835553	616.616904	2981.207977	3282.224398	4177.716362	1185.820128
591.121868	2759.195897	3098.606138	1831.251075	2297.299610	3773.920508	1520.541844	634.984892
2284.224923	451.168414	1171.286045	408.122971	3151.390963	2062.143787	5342.287712	1870.826956
2128.791911	2211.512605	2166.307457	1665.064939	914.226859	3295.646522	1112.162645	595.391127
1950.485645	1349.279298	448.317166	1471.138165	2277.476454	2369.310976	2939.216222	635.239325
949.307412	1705.416738	1531.526281	279.823619	1459.988185	3383.226714	1796.358330	1554.849591
945.709952	1223.361966	1333.817547	744.585917	2534.462665	2774.631687	2703.144280	1075.091682
1162.937122	1154.399032	1584.200745	2219.168313	2539.947539	3862.061755	4176.508350	705.406000
1396.350690	1068.741550	1580.294276	790.909366	3426.086689	3392.197960	4417.829331	1681.766036
1664.815305	526.254602	1573.370983	1037.796945	1199.175706	1060.632653	2720.635404	350.302994
3470.216708	3183.634715	3919.106276	255.663895	2019.782166	3156.012199	2045.096819	1246.487515
1610.453818	2376.386543	2435.570262	1279.665826	1018.981507	418.290718	4782.249052	1579.311242
1103.344574	730.602021	1348.099032	1508.578884	1653.626620	3084.111704	1855.099391	922.823588
485.880001	1844.321420	898.799199	1411.518907	1630.505750	2723.889774	2798.579372	993.805910
1856.184325	1385.293832	2172.607880	1341.610925	2777.038531	2309.379679	1399.832847	2834.240551
1830.525949	2010.709887	1723.605451	520.987254	1171.877927	971.567741	2090.495635	592.991410
1198.648823	241.650469	1126.909102	767.997437	1029.220518	3700.659806	2658.958161	499.638291
