0	2086
1	2079
2	2081
3	2065
4	2064
5	2056
6	2064
7	2062
8	2068
9	2071
10	2073
11	2083
12	2083
13	2085
14	2090
15	2090
16	2083
17	2089
18	2079
19	2091
20	2088
21	2080
22	2070
23	2066
24	2073
25	2087
26	2082
27	2076
28	2078
29	2087
30	2075
31	2070
32	2062
33	2071
34	2074
35	2070
36	2089
37	2090
38	2094
39	2100
40	2099
41	2096
42	2102
43	2095
44	2096
45	2084
46	2094
47	2090
48	2089
49	2084
50	2079
51	2073
52	2073
53	2073
54	2087
55	2085
56	2080
57	2074
58	2085
59	2103
60	2103
61	2099
62	2097
63	2096
64	2099
65	2084
66	2081
67	2090
68	2101
69	2098
70	2081
71	2075
72	2077
73	2088
74	2086
75	2091
76	2086
77	2082
78	2071
79	2083
80	2078
81	2093
82	2102
83	2114
84	2108
85	2100
86	2086
87	2086
88	2081
89	2076
90	2082
91	2070
92	2079
93	2079
94	2091
95	2077
96	2078
97	2087
98	2083
99	2088
100	2081
101	2076
102	2077
103	2067
104	2065
105	2070
106	2083
107	2087
108	2078
109	2078
110	2080
111	2084
112	2085
113	2096
114	2097
115	2085
116	2087
117	2093
118	2084
119	2090
120	2091
121	2092
122	2100
123	2117
124	2107
125	2109
126	2102
127	2108
128	2115
129	2104
130	2097
131	2084
132	2087
133	2092
134	2109
135	2096
136	2102
137	2097
138	2087
139	2101
140	2105
141	2098
142	2108
143	2100
144	2102
145	2099
146	2081
147	2078
148	2086
149	2084
150	2092
151	2084
152	2082
153	2085
154	2089
155	2088
156	2106
157	2113
158	2108
159	2128
160	2138
161	2139
162	2130
163	2126
164	2127
165	2120
166	2122
167	2115
168	2115
169	2113
170	2100
171	2100
172	2105
173	2108
174	2109
175	2093
176	2099
177	2100
178	2092
179	2107
180	2101
181	2093
182	2109
183	2107
184	2103
185	2102
186	2106
187	2100
188	2110
189	2115
190	2097
191	2088
192	2091
193	2088
194	2078
195	2082
196	2087
197	2076
198	2084
199	2069
200	2069
201	2037
202	2074
203	2050
204	2068
205	2149
206	2338
207	2462
208	2611
209	2649
210	2592
211	2379
212	2190
213	2004
214	1975
215	2007
216	2141
217	2280
218	2358
219	2296
220	2224
221	2026
222	1902
223	1831
224	1759
225	1797
226	1762
227	1833
228	1857
229	1960
230	2081
231	2181
232	2216
233	2192
234	2116
235	2066
236	1990
237	2029
238	2117
239	2185
240	2194
241	2176
242	2118
243	2074
244	1973
245	1941
246	1871
247	1857
248	1805
249	1707
250	1694
251	1672
252	1665
253	1705
254	1804
255	1866
256	1968
257	2022
258	2098
259	2144
260	2233
261	2292
262	2398
263	2398
264	2367
265	2265
266	2179
267	1982
268	1896
269	1891
270	1910
271	2029
272	2188
273	2260
274	2371
275	2325
276	2187
277	2058
278	1977
279	1951
280	1948
281	1986
282	2030
283	2062
284	1996
285	1970
286	1915
287	1929
288	1844
289	1884
290	1993
291	2083
292	2156
293	2272
294	2292
295	2335
296	2285
297	2293
298	2268
299	2220
300	2131
301	2085
302	2015
303	1980
304	1964
305	1981
306	2052
307	2095
308	2182
309	2167
310	2244
311	2214
312	2166
313	2194
314	2108
315	2134
316	2124
317	2121
318	2094
319	2064
320	2050
321	2070
322	2125
323	2205
324	2244
325	2320
326	2328
327	2360
328	2373
329	2354
330	2293
331	2287
332	2221
333	2121
334	2102
335	2047
336	2041
337	2032
338	2025
339	2034
340	2050
341	1999
342	2072
343	2102
344	2147
345	2194
346	2167
347	2250
348	2231
349	2210
350	2207
351	2210
352	2191
353	2139
354	2163
355	2141
356	2114
357	2083
358	2045
359	2115
360	2131
361	2163
362	2225
363	2198
364	2168
365	2206
366	2142
367	2124
368	2082
369	2008
370	2015
371	2022
372	2051
373	2014
374	2071
375	2055
376	2036
377	2077
378	2045
379	2085
380	2072
381	2084
382	2100
383	2123
384	2151
385	2185
386	2119
387	2140
388	2131
389	2088
390	2036
391	2052
392	2003
393	2021
394	2025
395	2027
396	2020
397	2054
398	1990
399	2026
400	2050
401	2018
402	2056
403	2029
404	2078
405	2063
406	2050
407	2023
408	2070
409	2018
410	2028
411	2024
412	2035
413	2050
414	1998
415	2056
416	2067
417	2099
418	2141
419	2175
420	2200
421	2131
422	2130
423	2108
424	2088
425	2046
426	2087
427	2054
428	2037
429	2082
430	2059
431	2053
432	2042
433	2106
434	2106
435	2126
436	2159
437	2198
438	2159
439	2196
440	2145
441	2170
442	2157
443	2148
444	2123
445	2122
446	2144
447	2164
448	2203
449	2177
450	2174
451	2266
452	2245
453	2216
454	2179
455	2122
456	2142
457	2172
458	2170
459	2172
460	2172
461	2142
462	2104
463	2093
464	2078
465	2066
466	2062
467	2069
468	2082
469	2085
470	2103
471	2120
472	2122
473	2131
474	2148
475	2145
476	2127
477	2103
478	2067
479	2019
480	2040
481	2063
482	2017
483	2076
484	2092
485	2107
486	2142
487	2169
488	2201
489	2126
490	2147
491	2153
492	2130
493	2121
494	2112
495	2081
496	2055
497	2024
498	2087
499	2061
500	2035
501	2096
502	2095
503	2095
504	2102
505	2111
506	2121
507	2123
508	2119
509	2093
510	2067
511	2028
512	2044
513	2079
514	2013
515	2025
516	2037
517	2042
518	2060
519	2023
520	2089
521	2093
522	2067
523	2039
524	2114
525	2099
526	2093
527	2097
528	2108
529	2114
530	2113
531	2116
532	2118
533	2117
534	2108
535	2104
536	2105
537	2112
538	2110
539	2123
540	2137
541	2166
542	2175
543	2191
544	2094
545	2104
546	2110
547	2093
548	2099
549	2101
550	2115
551	2147
552	2179
553	2115
554	2159
555	2197
556	2135
557	2160
558	2169
559	2171
560	2169
561	2159
562	2164
563	2180
564	2114
565	2150
566	2156
567	2173
568	2171
569	2135
570	2131
571	2135
572	2137
573	2157
574	2174
575	2209
576	2137
577	2162
578	2183
579	2114
580	2152
581	2174
582	2205
583	2153
584	2190
585	2130
586	2174
587	2203
588	2149
589	2189
590	2145
591	2186
592	2143
593	2175
594	2179
595	2093
596	2128
597	2173
598	2182
599	2104
600	2112
601	2107
602	2116
603	2128
604	2136
605	2160
606	2172
607	2185
608	2102
609	2127
610	2137
611	2152
612	2165
613	2164
614	2177
615	2094
616	2091
617	2078
618	2070
619	2071
620	2081
621	2094
622	2121
623	2133
624	2144
625	2143
626	2116
627	2123
628	2123
629	2097
630	2080
631	2080
632	2076
633	2074
634	2040
635	2079
636	2051
637	2040
638	2103
639	2101
640	2111
641	2133
642	2143
643	2140
644	2136
645	2091
646	2036
647	2038
648	2022
649	2016
650	2005
651	2025
652	2066
653	2040
654	2109
655	2117
656	2111
657	2124
658	2141
659	2147
660	2132
661	2128
662	2125
663	2137
664	2131
665	2126
666	2117
667	2100
668	2096
669	2077
670	2064
671	2069
672	2084
673	2094
674	2094
675	2111
676	2119
677	2107
678	2096
679	2057
680	2020
681	2066
682	2024
683	2073
684	2044
685	2099
686	2091
687	2097
688	2090
689	2108
690	2111
691	2114
692	2104
693	2106
694	2088
695	2082
696	2083
697	2098
698	2095
699	2088
700	2094
701	2103
702	2100
703	2087
704	2070
705	2066
706	2068
707	2079
708	2095
709	2085
710	2110
711	2131
712	2163
713	2178
714	2121
715	2168
716	2200
717	2127
718	2143
719	2131
720	2098
721	2064
722	2019
723	2064
724	2022
725	2076
726	2064
727	2068
728	2081
729	2105
730	2115
731	2143
732	2158
733	2145
734	2143
735	2124
736	2108
737	2100
738	2080
739	2061
740	2043
741	2087
742	2042
743	2067
744	2023
745	2060
746	2036
747	2084
748	2061
749	2056
750	2053
751	2069
752	2077
753	2066
754	2036
755	2093
756	2058
757	2032
758	2104
759	2102
760	2141
761	2155
762	2183
763	2094
764	2102
765	2100
766	2065
767	2056
768	2031
769	2074
770	2034
771	2090
772	2063
773	2063
774	2067
775	2076
776	2103
777	2108
778	2134
779	2158
780	2164
781	2164
782	2184
783	2106
784	2121
785	2110
786	2120
787	2107
788	2102
789	2076
790	2070
791	2058
792	2040
793	2125
794	2136
795	2153
796	2182
797	2119
798	2159
799	2199
800	2139
801	2176
802	2113
803	2141
804	2169
805	2171
806	2167
807	2160
808	2145
809	2123
810	2102
811	2099
812	2096
813	2106
814	2130
815	2161
816	2190
817	2153
818	2208
819	2163
820	2193
821	2142
822	2171
823	2185
824	2120
825	2143
826	2157
827	2191
828	2135
829	2170
830	2215
831	2152
832	2190
833	2125
834	2146
835	2138
836	2128
837	2121
838	2109
839	2087
840	2091
841	2099
842	2113
843	2131
844	2152
845	2181
846	2108
847	2137
848	2160
849	2171
850	2185
851	2111
852	2135
853	2148
854	2150
855	2128
856	2108
857	2091
858	2063
859	2013
860	2059
861	2024
862	2085
863	2082
864	2080
865	2084
866	2088
867	2109
868	2138
869	2145
870	2144
871	2138
872	2146
873	2145
874	2114
875	2096
876	2064
877	2039
878	2082
879	2045
880	2092
881	2073
882	2070
883	2073
884	2072
885	2063
886	2060
887	2054
888	2043
889	2092
890	2058
891	2021
892	2057
893	2034
894	2078
895	2055
896	2022
897	2090
898	2054
899	2036
900	2090
901	2080
902	2070
903	2056
904	2043
905	2081
906	2055
907	2021
908	2065
909	2018
910	2067
911	2026
912	2077
913	2055
914	2061
915	2074
916	2091
917	2095
918	2101
919	2085
920	2057
921	2022
922	2042
923	2058
924	1987
925	2011
926	2028
927	2083
928	2068
929	2074
930	2087
931	2106
932	2128
933	2147
934	2165
935	2186
936	2111
937	2119
938	2110
939	2098
940	2064
941	2064
942	2054
943	2061
944	2073
945	2100
946	2111
947	2133
948	2159
949	2181
950	2123
951	2164
952	2195
953	2133
954	2151
955	2173
956	2172
957	2162
958	2155
959	2147
960	2142
961	2156
962	2177
963	2117
964	2155
965	2178
966	2123
967	2159
968	2186
969	2115
970	2123
971	2130
972	2121
973	2110
974	2104
975	2099
976	2118
977	2141
978	2176
979	2135
980	2174
981	2202
982	2154
983	2191
984	2153
985	2175
986	2187
987	2103
988	2115
989	2115
990	2104
991	2107
992	2123
993	2139
994	2166
995	2162
996	2156
997	2182
998	2113
999	2126
1000	2138
1001	2144
1002	2154
1003	2159
1004	2155
1005	2159
1006	2159
1007	2158
1008	2149
1009	2133
1010	2118
1011	2102
1012	2114
1013	2118
1014	2117
1015	2128
1016	2129
1017	2121
1018	2110
1019	2097
1020	2094
1021	2096
1022	2086
1023	2063
